[2026-08-28 21:47:05] Decode batch, #running-req: 1, #token: 112, token usage: 0.00, accept len: 1.07, accept rate: 0.27, cuda graph: True, gen throughput (token/s): 1.37, #queue-req: 0
[2026-08-28 21:47:12] Decode batch, #running-req: 1, #token: 179, token usage: 0.00, accept len: 1.70, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 190.49, #queue-req: 0
[2026-08-28 21:47:12] Decode batch, #running-req: 1, #token: 256, token usage: 0.00, accept len: 1.93, accept rate: 0.48, cuda graph: True, gen throughput (token/s): 213.85, #queue-req: 0
[2026-08-28 21:47:13] Decode batch, #running-req: 1, #token: 109, token usage: 0.00, accept len: 1.52, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 161.41, #queue-req: 0
[2026-08-28 21:47:13] Decode batch, #running-req: 1, #token: 154, token usage: 0.00, accept len: 1.12, accept rate: 0.28, cuda graph: True, gen throughput (token/s): 126.04, #queue-req: 0
[2026-08-28 21:47:13] Decode batch, #running-req: 1, #token: 210, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 156.94, #queue-req: 0
[2026-08-28 21:47:14] Decode batch, #running-req: 1, #token: 279, token usage: 0.00, accept len: 1.73, accept rate: 0.43, cuda graph: True, gen throughput (token/s): 193.81, #queue-req: 0
[2026-08-28 21:47:14] Decode batch, #running-req: 1, #token: 334, token usage: 0.00, accept len: 1.38, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 154.15, #queue-req: 0
[2026-08-28 21:47:14] Decode batch, #running-req: 1, #token: 105, token usage: 0.00, accept len: 1.55, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 163.35, #queue-req: 0
[2026-08-28 21:47:15] Decode batch, #running-req: 1, #token: 167, token usage: 0.00, accept len: 1.55, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 174.22, #queue-req: 0
[2026-08-28 21:47:15] Decode batch, #running-req: 1, #token: 236, token usage: 0.00, accept len: 1.73, accept rate: 0.43, cuda graph: True, gen throughput (token/s): 193.06, #queue-req: 0
[2026-08-28 21:47:15] Decode batch, #running-req: 1, #token: 310, token usage: 0.00, accept len: 1.85, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 207.21, #queue-req: 0
[2026-08-28 21:47:16] Decode batch, #running-req: 1, #token: 132, token usage: 0.00, accept len: 1.25, accept rate: 0.31, cuda graph: True, gen throughput (token/s): 130.04, #queue-req: 0
[2026-08-28 21:47:16] Decode batch, #running-req: 1, #token: 185, token usage: 0.00, accept len: 1.32, accept rate: 0.33, cuda graph: True, gen throughput (token/s): 146.55, #queue-req: 0
[2026-08-28 21:47:17] Decode batch, #running-req: 1, #token: 233, token usage: 0.00, accept len: 1.20, accept rate: 0.30, cuda graph: True, gen throughput (token/s): 131.32, #queue-req: 0
[2026-08-28 21:47:17] Decode batch, #running-req: 1, #token: 290, token usage: 0.00, accept len: 1.43, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 155.00, #queue-req: 0
[2026-08-28 21:47:17] Decode batch, #running-req: 1, #token: 81, token usage: 0.00, accept len: 1.70, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 170.91, #queue-req: 0
[2026-08-28 21:47:18] Decode batch, #running-req: 1, #token: 132, token usage: 0.00, accept len: 1.27, accept rate: 0.32, cuda graph: True, gen throughput (token/s): 138.86, #queue-req: 0
[2026-08-28 21:47:18] Decode batch, #running-req: 1, #token: 181, token usage: 0.00, accept len: 1.23, accept rate: 0.31, cuda graph: True, gen throughput (token/s): 132.68, #queue-req: 0
[2026-08-28 21:47:18] Decode batch, #running-req: 1, #token: 236, token usage: 0.00, accept len: 1.38, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 148.24, #queue-req: 0
[2026-08-28 21:47:19] Decode batch, #running-req: 1, #token: 291, token usage: 0.00, accept len: 1.38, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 147.92, #queue-req: 0
[2026-08-28 21:47:19] Decode batch, #running-req: 1, #token: 56, token usage: 0.00, accept len: 1.48, accept rate: 0.37, cuda graph: True, gen throughput (token/s): 147.81, #queue-req: 0
[2026-08-28 21:47:20] Decode batch, #running-req: 1, #token: 108, token usage: 0.00, accept len: 1.30, accept rate: 0.33, cuda graph: True, gen throughput (token/s): 144.66, #queue-req: 0
[2026-08-28 21:47:20] Decode batch, #running-req: 1, #token: 162, token usage: 0.00, accept len: 1.35, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 150.06, #queue-req: 0
[2026-08-28 21:47:20] Decode batch, #running-req: 1, #token: 234, token usage: 0.00, accept len: 1.80, accept rate: 0.45, cuda graph: True, gen throughput (token/s): 199.06, #queue-req: 0
[2026-08-28 21:47:21] Decode batch, #running-req: 1, #token: 68, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 151.14, #queue-req: 0
[2026-08-28 21:47:21] Decode batch, #running-req: 1, #token: 125, token usage: 0.00, accept len: 1.43, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 158.82, #queue-req: 0
[2026-08-28 21:47:21] Decode batch, #running-req: 1, #token: 185, token usage: 0.00, accept len: 1.50, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 165.96, #queue-req: 0
[2026-08-28 21:47:22] Decode batch, #running-req: 1, #token: 263, token usage: 0.00, accept len: 1.95, accept rate: 0.49, cuda graph: True, gen throughput (token/s): 216.30, #queue-req: 0
[2026-08-28 21:47:22] Decode batch, #running-req: 1, #token: 55, token usage: 0.00, accept len: 1.73, accept rate: 0.43, cuda graph: True, gen throughput (token/s): 177.39, #queue-req: 0
[2026-08-28 21:47:22] Decode batch, #running-req: 1, #token: 114, token usage: 0.00, accept len: 1.48, accept rate: 0.37, cuda graph: True, gen throughput (token/s): 164.53, #queue-req: 0
[2026-08-28 21:47:23] Decode batch, #running-req: 1, #token: 178, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 177.93, #queue-req: 0
[2026-08-28 21:47:23] Decode batch, #running-req: 1, #token: 239, token usage: 0.00, accept len: 1.52, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 166.80, #queue-req: 0
[2026-08-28 21:47:24] Decode batch, #running-req: 1, #token: 119, token usage: 0.00, accept len: 1.48, accept rate: 0.37, cuda graph: True, gen throughput (token/s): 150.07, #queue-req: 0
[2026-08-28 21:47:24] Decode batch, #running-req: 1, #token: 170, token usage: 0.00, accept len: 1.27, accept rate: 0.32, cuda graph: True, gen throughput (token/s): 139.12, #queue-req: 0
[2026-08-28 21:47:24] Decode batch, #running-req: 1, #token: 223, token usage: 0.00, accept len: 1.32, accept rate: 0.33, cuda graph: True, gen throughput (token/s): 146.38, #queue-req: 0
[2026-08-28 21:47:25] Decode batch, #running-req: 1, #token: 278, token usage: 0.00, accept len: 1.38, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 152.42, #queue-req: 0
[2026-08-28 21:47:25] Decode batch, #running-req: 1, #token: 341, token usage: 0.00, accept len: 1.57, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 173.90, #queue-req: 0
[2026-08-28 21:47:25] Decode batch, #running-req: 1, #token: 96, token usage: 0.00, accept len: 1.62, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 168.42, #queue-req: 0
[2026-08-28 21:47:26] Decode batch, #running-req: 1, #token: 154, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 161.56, #queue-req: 0
[2026-08-28 21:47:26] Decode batch, #running-req: 1, #token: 205, token usage: 0.00, accept len: 1.27, accept rate: 0.32, cuda graph: True, gen throughput (token/s): 141.11, #queue-req: 0
[2026-08-28 21:47:27] Decode batch, #running-req: 1, #token: 261, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 154.65, #queue-req: 0
[2026-08-28 21:47:27] Decode batch, #running-req: 1, #token: 46, token usage: 0.00, accept len: 1.35, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 140.07, #queue-req: 0
[2026-08-28 21:47:27] Decode batch, #running-req: 1, #token: 104, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 162.09, #queue-req: 0
[2026-08-28 21:47:28] Decode batch, #running-req: 1, #token: 164, token usage: 0.00, accept len: 1.50, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 166.36, #queue-req: 0
[2026-08-28 21:47:28] Decode batch, #running-req: 1, #token: 220, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 155.07, #queue-req: 0
[2026-08-28 21:47:28] Decode batch, #running-req: 1, #token: 287, token usage: 0.00, accept len: 1.68, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 185.10, #queue-req: 0
[2026-08-28 21:47:29] Decode batch, #running-req: 1, #token: 126, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 173.90, #queue-req: 0
[2026-08-28 21:47:29] Decode batch, #running-req: 1, #token: 188, token usage: 0.00, accept len: 1.55, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 171.46, #queue-req: 0
[2026-08-28 21:47:29] Decode batch, #running-req: 1, #token: 243, token usage: 0.00, accept len: 1.38, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 151.95, #queue-req: 0
[2026-08-28 21:47:30] Decode batch, #running-req: 1, #token: 300, token usage: 0.00, accept len: 1.43, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 159.12, #queue-req: 0
[2026-08-28 21:47:30] Decode batch, #running-req: 1, #token: 142, token usage: 0.00, accept len: 1.57, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 162.62, #queue-req: 0
[2026-08-28 21:47:31] Decode batch, #running-req: 1, #token: 188, token usage: 0.00, accept len: 1.15, accept rate: 0.29, cuda graph: True, gen throughput (token/s): 127.46, #queue-req: 0
[2026-08-28 21:47:31] Decode batch, #running-req: 1, #token: 250, token usage: 0.00, accept len: 1.55, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 171.87, #queue-req: 0
[2026-08-28 21:47:31] Decode batch, #running-req: 1, #token: 308, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 160.22, #queue-req: 0
[2026-08-28 21:47:32] Decode batch, #running-req: 1, #token: 70, token usage: 0.00, accept len: 1.52, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 157.55, #queue-req: 0
[2026-08-28 21:47:32] Decode batch, #running-req: 1, #token: 122, token usage: 0.00, accept len: 1.30, accept rate: 0.33, cuda graph: True, gen throughput (token/s): 144.42, #queue-req: 0
[2026-08-28 21:47:32] Decode batch, #running-req: 1, #token: 178, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 154.55, #queue-req: 0
[2026-08-28 21:47:33] Decode batch, #running-req: 1, #token: 255, token usage: 0.00, accept len: 1.93, accept rate: 0.48, cuda graph: True, gen throughput (token/s): 213.38, #queue-req: 0
[2026-08-28 21:47:33] Decode batch, #running-req: 1, #token: 70, token usage: 0.00, accept len: 1.75, accept rate: 0.44, cuda graph: True, gen throughput (token/s): 182.10, #queue-req: 0
[2026-08-28 21:47:33] Decode batch, #running-req: 1, #token: 124, token usage: 0.00, accept len: 1.35, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 150.63, #queue-req: 0
[2026-08-28 21:47:34] Decode batch, #running-req: 1, #token: 183, token usage: 0.00, accept len: 1.48, accept rate: 0.37, cuda graph: True, gen throughput (token/s): 163.71, #queue-req: 0
[2026-08-28 21:47:34] Decode batch, #running-req: 1, #token: 249, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 180.68, #queue-req: 0
[2026-08-28 21:47:35] Decode batch, #running-req: 1, #token: 307, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 159.03, #queue-req: 0
[2026-08-28 21:47:35] Decode batch, #running-req: 1, #token: 111, token usage: 0.00, accept len: 1.35, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 140.68, #queue-req: 0
[2026-08-28 21:47:35] Decode batch, #running-req: 1, #token: 161, token usage: 0.00, accept len: 1.25, accept rate: 0.31, cuda graph: True, gen throughput (token/s): 139.51, #queue-req: 0
[2026-08-28 21:47:36] Decode batch, #running-req: 1, #token: 224, token usage: 0.00, accept len: 1.57, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 174.90, #queue-req: 0
[2026-08-28 21:47:36] Decode batch, #running-req: 1, #token: 275, token usage: 0.00, accept len: 1.27, accept rate: 0.32, cuda graph: True, gen throughput (token/s): 141.06, #queue-req: 0
[2026-08-28 21:47:36] Decode batch, #running-req: 1, #token: 95, token usage: 0.00, accept len: 1.82, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 188.30, #queue-req: 0
[2026-08-28 21:47:37] Decode batch, #running-req: 1, #token: 144, token usage: 0.00, accept len: 1.23, accept rate: 0.31, cuda graph: True, gen throughput (token/s): 133.66, #queue-req: 0
[2026-08-28 21:47:37] Decode batch, #running-req: 1, #token: 193, token usage: 0.00, accept len: 1.23, accept rate: 0.31, cuda graph: True, gen throughput (token/s): 134.37, #queue-req: 0
[2026-08-28 21:47:38] Decode batch, #running-req: 1, #token: 247, token usage: 0.00, accept len: 1.35, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 147.98, #queue-req: 0
[2026-08-28 21:47:38] Decode batch, #running-req: 1, #token: 319, token usage: 0.00, accept len: 1.80, accept rate: 0.45, cuda graph: True, gen throughput (token/s): 197.41, #queue-req: 0
[2026-08-28 21:47:38] Decode batch, #running-req: 1, #token: 107, token usage: 0.00, accept len: 1.30, accept rate: 0.33, cuda graph: True, gen throughput (token/s): 134.87, #queue-req: 0
[2026-08-28 21:47:39] Decode batch, #running-req: 1, #token: 158, token usage: 0.00, accept len: 1.27, accept rate: 0.32, cuda graph: True, gen throughput (token/s): 140.89, #queue-req: 0
[2026-08-28 21:47:39] Decode batch, #running-req: 1, #token: 225, token usage: 0.00, accept len: 1.68, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 185.37, #queue-req: 0
[2026-08-28 21:47:39] Decode batch, #running-req: 1, #token: 300, token usage: 0.00, accept len: 1.88, accept rate: 0.47, cuda graph: True, gen throughput (token/s): 206.16, #queue-req: 0
[2026-08-28 21:47:40] Decode batch, #running-req: 1, #token: 97, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 150.41, #queue-req: 0
[2026-08-28 21:47:40] Decode batch, #running-req: 1, #token: 153, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 154.61, #queue-req: 0
[2026-08-28 21:47:40] Decode batch, #running-req: 1, #token: 219, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 181.72, #queue-req: 0
[2026-08-28 21:47:41] Decode batch, #running-req: 1, #token: 298, token usage: 0.00, accept len: 1.98, accept rate: 0.49, cuda graph: True, gen throughput (token/s): 218.31, #queue-req: 0
[2026-08-28 21:47:41] Decode batch, #running-req: 1, #token: 140, token usage: 0.00, accept len: 1.38, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 143.17, #queue-req: 0
[2026-08-28 21:47:42] Decode batch, #running-req: 1, #token: 204, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 176.55, #queue-req: 0
[2026-08-28 21:47:42] Decode batch, #running-req: 1, #token: 266, token usage: 0.00, accept len: 1.55, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 171.19, #queue-req: 0
[2026-08-28 21:47:42] Decode batch, #running-req: 1, #token: 341, token usage: 0.00, accept len: 1.88, accept rate: 0.47, cuda graph: True, gen throughput (token/s): 206.54, #queue-req: 0
[2026-08-28 21:47:43] Decode batch, #running-req: 1, #token: 99, token usage: 0.00, accept len: 1.35, accept rate: 0.34, cuda graph: True, gen throughput (token/s): 141.25, #queue-req: 0
[2026-08-28 21:47:43] Decode batch, #running-req: 1, #token: 157, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 161.84, #queue-req: 0
[2026-08-28 21:47:43] Decode batch, #running-req: 1, #token: 206, token usage: 0.00, accept len: 1.23, accept rate: 0.31, cuda graph: True, gen throughput (token/s): 136.35, #queue-req: 0
[2026-08-28 21:47:44] Decode batch, #running-req: 1, #token: 263, token usage: 0.00, accept len: 1.43, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 157.02, #queue-req: 0
[2026-08-28 21:47:44] Decode batch, #running-req: 1, #token: 81, token usage: 0.00, accept len: 1.70, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 178.73, #queue-req: 0
[2026-08-28 21:47:45] Decode batch, #running-req: 1, #token: 141, token usage: 0.00, accept len: 1.50, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 167.76, #queue-req: 0
[2026-08-28 21:47:45] Decode batch, #running-req: 1, #token: 205, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 179.11, #queue-req: 0
[2026-08-28 21:47:45] Decode batch, #running-req: 1, #token: 285, token usage: 0.00, accept len: 2.00, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 221.92, #queue-req: 0
[2026-08-28 21:47:46] Decode batch, #running-req: 1, #token: 71, token usage: 0.00, accept len: 1.75, accept rate: 0.44, cuda graph: True, gen throughput (token/s): 182.69, #queue-req: 0
[2026-08-28 21:47:46] Decode batch, #running-req: 1, #token: 129, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 162.42, #queue-req: 0
[2026-08-28 21:47:46] Decode batch, #running-req: 1, #token: 192, token usage: 0.00, accept len: 1.57, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 170.78, #queue-req: 0
[2026-08-28 21:47:47] Decode batch, #running-req: 1, #token: 255, token usage: 0.00, accept len: 1.57, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 164.37, #queue-req: 0
[2026-08-28 21:47:47] Decode batch, #running-req: 1, #token: 102, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 171.03, #queue-req: 0
[2026-08-28 21:47:47] Decode batch, #running-req: 1, #token: 152, token usage: 0.00, accept len: 1.25, accept rate: 0.31, cuda graph: True, gen throughput (token/s): 138.60, #queue-req: 0
[2026-08-28 21:47:48] Decode batch, #running-req: 1, #token: 208, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 155.69, #queue-req: 0
[2026-08-28 21:47:48] Decode batch, #running-req: 1, #token: 265, token usage: 0.00, accept len: 1.43, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 156.71, #queue-req: 0
[2026-08-28 21:47:49] Decode batch, #running-req: 1, #token: 64, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 146.18, #queue-req: 0
[2026-08-28 21:47:49] Decode batch, #running-req: 1, #token: 128, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 175.74, #queue-req: 0
[2026-08-28 21:47:49] Decode batch, #running-req: 1, #token: 185, token usage: 0.00, accept len: 1.43, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 156.82, #queue-req: 0
[2026-08-28 21:47:50] Decode batch, #running-req: 1, #token: 249, token usage: 0.00, accept len: 1.60, accept rate: 0.40, cuda graph: True, gen throughput (token/s): 174.91, #queue-req: 0
[2026-08-28 21:47:50] Decode batch, #running-req: 1, #token: 315, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 180.80, #queue-req: 0
[2026-08-28 21:47:50] Decode batch, #running-req: 1, #token: 101, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 149.82, #queue-req: 0
[2026-08-28 21:47:51] Decode batch, #running-req: 1, #token: 157, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 154.08, #queue-req: 0
[2026-08-28 21:47:51] Decode batch, #running-req: 1, #token: 225, token usage: 0.00, accept len: 1.70, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 186.84, #queue-req: 0
[2026-08-28 21:47:52] Decode batch, #running-req: 1, #token: 292, token usage: 0.00, accept len: 1.68, accept rate: 0.42, cuda graph: True, gen throughput (token/s): 185.48, #queue-req: 0
[2026-08-28 21:47:52] Decode batch, #running-req: 1, #token: 112, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 171.37, #queue-req: 0
[2026-08-28 21:47:52] Decode batch, #running-req: 1, #token: 168, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 154.79, #queue-req: 0
[2026-08-28 21:47:53] Decode batch, #running-req: 1, #token: 249, token usage: 0.00, accept len: 2.02, accept rate: 0.51, cuda graph: True, gen throughput (token/s): 223.02, #queue-req: 0
[2026-08-28 21:47:53] Decode batch, #running-req: 1, #token: 55, token usage: 0.00, accept len: 1.90, accept rate: 0.47, cuda graph: True, gen throughput (token/s): 196.86, #queue-req: 0
[2026-08-28 21:47:53] Decode batch, #running-req: 1, #token: 121, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 182.93, #queue-req: 0
[2026-08-28 21:47:54] Decode batch, #running-req: 1, #token: 182, token usage: 0.00, accept len: 1.52, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 168.46, #queue-req: 0
[2026-08-28 21:47:54] Decode batch, #running-req: 1, #token: 244, token usage: 0.00, accept len: 1.55, accept rate: 0.39, cuda graph: True, gen throughput (token/s): 171.54, #queue-req: 0
[2026-08-28 21:47:54] Decode batch, #running-req: 1, #token: 49, token usage: 0.00, accept len: 1.52, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 158.87, #queue-req: 0
[2026-08-28 21:47:55] Decode batch, #running-req: 1, #token: 105, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 149.31, #queue-req: 0
[2026-08-28 21:47:55] Decode batch, #running-req: 1, #token: 164, token usage: 0.00, accept len: 1.48, accept rate: 0.37, cuda graph: True, gen throughput (token/s): 161.02, #queue-req: 0
[2026-08-28 21:47:56] Decode batch, #running-req: 1, #token: 233, token usage: 0.00, accept len: 1.73, accept rate: 0.43, cuda graph: True, gen throughput (token/s): 191.86, #queue-req: 0
[2026-08-28 21:47:56] Decode batch, #running-req: 1, #token: 0, token usage: 0.00, accept len: 1.52, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 169.07, #queue-req: 0
[2026-08-28 21:47:56] Decode batch, #running-req: 1, #token: 124, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 147.66, #queue-req: 0
[2026-08-28 21:47:57] Decode batch, #running-req: 1, #token: 182, token usage: 0.00, accept len: 1.45, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 161.42, #queue-req: 0
[2026-08-28 21:47:57] Decode batch, #running-req: 1, #token: 233, token usage: 0.00, accept len: 1.27, accept rate: 0.32, cuda graph: True, gen throughput (token/s): 142.53, #queue-req: 0
[2026-08-28 21:47:57] Decode batch, #running-req: 1, #token: 289, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 156.66, #queue-req: 0
[2026-08-28 21:47:58] Decode batch, #running-req: 1, #token: 91, token usage: 0.00, accept len: 1.40, accept rate: 0.35, cuda graph: True, gen throughput (token/s): 146.42, #queue-req: 0
[2026-08-28 21:47:58] Decode batch, #running-req: 1, #token: 157, token usage: 0.00, accept len: 1.65, accept rate: 0.41, cuda graph: True, gen throughput (token/s): 185.66, #queue-req: 0
[2026-08-28 21:47:58] Decode batch, #running-req: 1, #token: 214, token usage: 0.00, accept len: 1.43, accept rate: 0.36, cuda graph: True, gen throughput (token/s): 157.84, #queue-req: 0
