[2026-08-28 21:50:24] Decode batch, #running-req: 1, #token: 83, token usage: 0.00, accept len: 2.95, accept rate: 0.74, cuda graph: True, gen throughput (token/s): 16.64, #queue-req: 0
[2026-08-28 21:50:40] Decode batch, #running-req: 1, #token: 143, token usage: 0.00, accept len: 2.27, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 240.14, #queue-req: 0
[2026-08-28 21:50:41] Decode batch, #running-req: 1, #token: 230, token usage: 0.00, accept len: 2.17, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 226.99, #queue-req: 0
[2026-08-28 21:50:41] Decode batch, #running-req: 1, #token: 79, token usage: 0.00, accept len: 1.90, accept rate: 0.47, cuda graph: True, gen throughput (token/s): 187.90, #queue-req: 0
[2026-08-28 21:50:42] Decode batch, #running-req: 1, #token: 156, token usage: 0.00, accept len: 1.93, accept rate: 0.48, cuda graph: True, gen throughput (token/s): 201.93, #queue-req: 0
[2026-08-28 21:50:42] Decode batch, #running-req: 1, #token: 248, token usage: 0.00, accept len: 2.30, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 240.65, #queue-req: 0
[2026-08-28 21:50:42] Decode batch, #running-req: 1, #token: 109, token usage: 0.00, accept len: 2.05, accept rate: 0.51, cuda graph: True, gen throughput (token/s): 201.39, #queue-req: 0
[2026-08-28 21:50:43] Decode batch, #running-req: 1, #token: 201, token usage: 0.00, accept len: 2.30, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 239.58, #queue-req: 0
[2026-08-28 21:50:43] Decode batch, #running-req: 1, #token: 294, token usage: 0.00, accept len: 2.33, accept rate: 0.58, cuda graph: True, gen throughput (token/s): 243.62, #queue-req: 0
[2026-08-28 21:50:44] Decode batch, #running-req: 1, #token: 77, token usage: 0.00, accept len: 2.05, accept rate: 0.51, cuda graph: True, gen throughput (token/s): 200.74, #queue-req: 0
[2026-08-28 21:50:44] Decode batch, #running-req: 1, #token: 150, token usage: 0.00, accept len: 1.82, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 191.78, #queue-req: 0
[2026-08-28 21:50:44] Decode batch, #running-req: 1, #token: 241, token usage: 0.00, accept len: 2.27, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 237.70, #queue-req: 0
[2026-08-28 21:50:45] Decode batch, #running-req: 1, #token: 84, token usage: 0.00, accept len: 2.45, accept rate: 0.61, cuda graph: True, gen throughput (token/s): 242.53, #queue-req: 0
[2026-08-28 21:50:45] Decode batch, #running-req: 1, #token: 174, token usage: 0.00, accept len: 2.25, accept rate: 0.56, cuda graph: True, gen throughput (token/s): 236.66, #queue-req: 0
[2026-08-28 21:50:46] Decode batch, #running-req: 1, #token: 275, token usage: 0.00, accept len: 2.52, accept rate: 0.63, cuda graph: True, gen throughput (token/s): 264.09, #queue-req: 0
[2026-08-28 21:50:46] Decode batch, #running-req: 1, #token: 111, token usage: 0.00, accept len: 2.15, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 213.35, #queue-req: 0
[2026-08-28 21:50:46] Decode batch, #running-req: 1, #token: 212, token usage: 0.00, accept len: 2.52, accept rate: 0.63, cuda graph: True, gen throughput (token/s): 264.31, #queue-req: 0
[2026-08-28 21:50:47] Decode batch, #running-req: 1, #token: 312, token usage: 0.00, accept len: 2.50, accept rate: 0.62, cuda graph: True, gen throughput (token/s): 260.61, #queue-req: 0
[2026-08-28 21:50:47] Decode batch, #running-req: 1, #token: 134, token usage: 0.00, accept len: 1.88, accept rate: 0.47, cuda graph: True, gen throughput (token/s): 183.77, #queue-req: 0
[2026-08-28 21:50:48] Decode batch, #running-req: 1, #token: 215, token usage: 0.00, accept len: 2.02, accept rate: 0.51, cuda graph: True, gen throughput (token/s): 211.69, #queue-req: 0
[2026-08-28 21:50:48] Decode batch, #running-req: 1, #token: 298, token usage: 0.00, accept len: 2.08, accept rate: 0.52, cuda graph: True, gen throughput (token/s): 215.94, #queue-req: 0
[2026-08-28 21:50:48] Decode batch, #running-req: 1, #token: 107, token usage: 0.00, accept len: 1.82, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 178.69, #queue-req: 0
[2026-08-28 21:50:49] Decode batch, #running-req: 1, #token: 192, token usage: 0.00, accept len: 2.12, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 221.01, #queue-req: 0
[2026-08-28 21:50:49] Decode batch, #running-req: 1, #token: 278, token usage: 0.00, accept len: 2.15, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 223.24, #queue-req: 0
[2026-08-28 21:50:49] Decode batch, #running-req: 1, #token: 87, token usage: 0.00, accept len: 1.75, accept rate: 0.44, cuda graph: True, gen throughput (token/s): 170.62, #queue-req: 0
[2026-08-28 21:50:50] Decode batch, #running-req: 1, #token: 172, token usage: 0.00, accept len: 2.12, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 221.93, #queue-req: 0
[2026-08-28 21:50:50] Decode batch, #running-req: 1, #token: 286, token usage: 0.00, accept len: 2.85, accept rate: 0.71, cuda graph: True, gen throughput (token/s): 297.23, #queue-req: 0
[2026-08-28 21:50:51] Decode batch, #running-req: 1, #token: 146, token usage: 0.00, accept len: 1.82, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 176.49, #queue-req: 0
[2026-08-28 21:50:51] Decode batch, #running-req: 1, #token: 245, token usage: 0.00, accept len: 2.48, accept rate: 0.62, cuda graph: True, gen throughput (token/s): 259.41, #queue-req: 0
[2026-08-28 21:50:51] Decode batch, #running-req: 1, #token: 333, token usage: 0.00, accept len: 2.20, accept rate: 0.55, cuda graph: True, gen throughput (token/s): 229.41, #queue-req: 0
[2026-08-28 21:50:52] Decode batch, #running-req: 1, #token: 131, token usage: 0.00, accept len: 2.35, accept rate: 0.59, cuda graph: True, gen throughput (token/s): 232.85, #queue-req: 0
[2026-08-28 21:50:52] Decode batch, #running-req: 1, #token: 204, token usage: 0.00, accept len: 1.82, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 190.84, #queue-req: 0
[2026-08-28 21:50:53] Decode batch, #running-req: 1, #token: 275, token usage: 0.00, accept len: 1.77, accept rate: 0.44, cuda graph: True, gen throughput (token/s): 185.63, #queue-req: 0
[2026-08-28 21:50:53] Decode batch, #running-req: 1, #token: 111, token usage: 0.00, accept len: 2.15, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 213.93, #queue-req: 0
[2026-08-28 21:50:53] Decode batch, #running-req: 1, #token: 192, token usage: 0.00, accept len: 2.02, accept rate: 0.51, cuda graph: True, gen throughput (token/s): 211.46, #queue-req: 0
[2026-08-28 21:50:54] Decode batch, #running-req: 1, #token: 300, token usage: 0.00, accept len: 2.70, accept rate: 0.68, cuda graph: True, gen throughput (token/s): 282.67, #queue-req: 0
[2026-08-28 21:50:54] Decode batch, #running-req: 1, #token: 107, token usage: 0.00, accept len: 2.27, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 224.28, #queue-req: 0
[2026-08-28 21:50:55] Decode batch, #running-req: 1, #token: 190, token usage: 0.00, accept len: 2.08, accept rate: 0.52, cuda graph: True, gen throughput (token/s): 217.75, #queue-req: 0
[2026-08-28 21:50:55] Decode batch, #running-req: 1, #token: 265, token usage: 0.00, accept len: 1.88, accept rate: 0.47, cuda graph: True, gen throughput (token/s): 196.18, #queue-req: 0
[2026-08-28 21:50:55] Decode batch, #running-req: 1, #token: 130, token usage: 0.00, accept len: 2.10, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 209.26, #queue-req: 0
[2026-08-28 21:50:56] Decode batch, #running-req: 1, #token: 204, token usage: 0.00, accept len: 1.85, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 194.00, #queue-req: 0
[2026-08-28 21:50:56] Decode batch, #running-req: 1, #token: 302, token usage: 0.00, accept len: 2.45, accept rate: 0.61, cuda graph: True, gen throughput (token/s): 256.96, #queue-req: 0
[2026-08-28 21:50:57] Decode batch, #running-req: 1, #token: 143, token usage: 0.00, accept len: 2.45, accept rate: 0.61, cuda graph: True, gen throughput (token/s): 241.73, #queue-req: 0
[2026-08-28 21:50:57] Decode batch, #running-req: 1, #token: 242, token usage: 0.00, accept len: 2.48, accept rate: 0.62, cuda graph: True, gen throughput (token/s): 259.89, #queue-req: 0
[2026-08-28 21:50:57] Decode batch, #running-req: 1, #token: 62, token usage: 0.00, accept len: 2.30, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 226.68, #queue-req: 0
[2026-08-28 21:50:58] Decode batch, #running-req: 1, #token: 150, token usage: 0.00, accept len: 2.20, accept rate: 0.55, cuda graph: True, gen throughput (token/s): 232.37, #queue-req: 0
[2026-08-28 21:50:58] Decode batch, #running-req: 1, #token: 235, token usage: 0.00, accept len: 2.12, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 222.26, #queue-req: 0
[2026-08-28 21:50:58] Decode batch, #running-req: 1, #token: 80, token usage: 0.00, accept len: 2.27, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 225.14, #queue-req: 0
[2026-08-28 21:50:59] Decode batch, #running-req: 1, #token: 149, token usage: 0.00, accept len: 1.73, accept rate: 0.43, cuda graph: True, gen throughput (token/s): 181.59, #queue-req: 0
[2026-08-28 21:50:59] Decode batch, #running-req: 1, #token: 255, token usage: 0.00, accept len: 2.65, accept rate: 0.66, cuda graph: True, gen throughput (token/s): 278.00, #queue-req: 0
[2026-08-28 21:51:00] Decode batch, #running-req: 1, #token: 65, token usage: 0.00, accept len: 2.00, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 198.65, #queue-req: 0
[2026-08-28 21:51:00] Decode batch, #running-req: 1, #token: 150, token usage: 0.00, accept len: 2.12, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 223.68, #queue-req: 0
[2026-08-28 21:51:00] Decode batch, #running-req: 1, #token: 238, token usage: 0.00, accept len: 2.20, accept rate: 0.55, cuda graph: True, gen throughput (token/s): 230.55, #queue-req: 0
[2026-08-28 21:51:01] Decode batch, #running-req: 1, #token: 55, token usage: 0.00, accept len: 1.82, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 179.25, #queue-req: 0
[2026-08-28 21:51:01] Decode batch, #running-req: 1, #token: 150, token usage: 0.00, accept len: 2.38, accept rate: 0.59, cuda graph: True, gen throughput (token/s): 250.78, #queue-req: 0
[2026-08-28 21:51:02] Decode batch, #running-req: 1, #token: 259, token usage: 0.00, accept len: 2.73, accept rate: 0.68, cuda graph: True, gen throughput (token/s): 285.75, #queue-req: 0
[2026-08-28 21:51:02] Decode batch, #running-req: 1, #token: 116, token usage: 0.00, accept len: 2.08, accept rate: 0.52, cuda graph: True, gen throughput (token/s): 203.18, #queue-req: 0
[2026-08-28 21:51:02] Decode batch, #running-req: 1, #token: 206, token usage: 0.00, accept len: 2.25, accept rate: 0.56, cuda graph: True, gen throughput (token/s): 235.65, #queue-req: 0
[2026-08-28 21:51:03] Decode batch, #running-req: 1, #token: 294, token usage: 0.00, accept len: 2.20, accept rate: 0.55, cuda graph: True, gen throughput (token/s): 230.16, #queue-req: 0
[2026-08-28 21:51:03] Decode batch, #running-req: 1, #token: 114, token usage: 0.00, accept len: 1.85, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 181.37, #queue-req: 0
[2026-08-28 21:51:04] Decode batch, #running-req: 1, #token: 213, token usage: 0.00, accept len: 2.48, accept rate: 0.62, cuda graph: True, gen throughput (token/s): 259.09, #queue-req: 0
[2026-08-28 21:51:04] Decode batch, #running-req: 1, #token: 310, token usage: 0.00, accept len: 2.42, accept rate: 0.61, cuda graph: True, gen throughput (token/s): 253.71, #queue-req: 0
[2026-08-28 21:51:04] Decode batch, #running-req: 1, #token: 133, token usage: 0.00, accept len: 2.20, accept rate: 0.55, cuda graph: True, gen throughput (token/s): 218.39, #queue-req: 0
[2026-08-28 21:51:05] Decode batch, #running-req: 1, #token: 225, token usage: 0.00, accept len: 2.30, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 240.77, #queue-req: 0
[2026-08-28 21:51:05] Decode batch, #running-req: 1, #token: 63, token usage: 0.00, accept len: 2.55, accept rate: 0.64, cuda graph: True, gen throughput (token/s): 251.43, #queue-req: 0
[2026-08-28 21:51:05] Decode batch, #running-req: 1, #token: 156, token usage: 0.00, accept len: 2.33, accept rate: 0.58, cuda graph: True, gen throughput (token/s): 244.63, #queue-req: 0
[2026-08-28 21:51:06] Decode batch, #running-req: 1, #token: 254, token usage: 0.00, accept len: 2.45, accept rate: 0.61, cuda graph: True, gen throughput (token/s): 257.16, #queue-req: 0
[2026-08-28 21:51:06] Decode batch, #running-req: 1, #token: 111, token usage: 0.00, accept len: 2.33, accept rate: 0.58, cuda graph: True, gen throughput (token/s): 231.07, #queue-req: 0
[2026-08-28 21:51:07] Decode batch, #running-req: 1, #token: 211, token usage: 0.00, accept len: 2.50, accept rate: 0.62, cuda graph: True, gen throughput (token/s): 262.35, #queue-req: 0
[2026-08-28 21:51:07] Decode batch, #running-req: 1, #token: 309, token usage: 0.00, accept len: 2.45, accept rate: 0.61, cuda graph: True, gen throughput (token/s): 256.98, #queue-req: 0
[2026-08-28 21:51:07] Decode batch, #running-req: 1, #token: 102, token usage: 0.00, accept len: 1.95, accept rate: 0.49, cuda graph: True, gen throughput (token/s): 194.46, #queue-req: 0
[2026-08-28 21:51:08] Decode batch, #running-req: 1, #token: 203, token usage: 0.00, accept len: 2.52, accept rate: 0.63, cuda graph: True, gen throughput (token/s): 264.68, #queue-req: 0
[2026-08-28 21:51:08] Decode batch, #running-req: 1, #token: 0, token usage: 0.00, accept len: 2.27, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 237.12, #queue-req: 0
[2026-08-28 21:51:09] Decode batch, #running-req: 1, #token: 151, token usage: 0.00, accept len: 2.20, accept rate: 0.55, cuda graph: True, gen throughput (token/s): 217.40, #queue-req: 0
[2026-08-28 21:51:09] Decode batch, #running-req: 1, #token: 241, token usage: 0.00, accept len: 2.25, accept rate: 0.56, cuda graph: True, gen throughput (token/s): 235.01, #queue-req: 0
[2026-08-28 21:51:09] Decode batch, #running-req: 1, #token: 63, token usage: 0.00, accept len: 2.48, accept rate: 0.62, cuda graph: True, gen throughput (token/s): 242.16, #queue-req: 0
[2026-08-28 21:51:10] Decode batch, #running-req: 1, #token: 158, token usage: 0.00, accept len: 2.38, accept rate: 0.59, cuda graph: True, gen throughput (token/s): 249.98, #queue-req: 0
[2026-08-28 21:51:10] Decode batch, #running-req: 1, #token: 254, token usage: 0.00, accept len: 2.40, accept rate: 0.60, cuda graph: True, gen throughput (token/s): 251.28, #queue-req: 0
[2026-08-28 21:51:11] Decode batch, #running-req: 1, #token: 62, token usage: 0.00, accept len: 1.82, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 179.38, #queue-req: 0
[2026-08-28 21:51:11] Decode batch, #running-req: 1, #token: 156, token usage: 0.00, accept len: 2.35, accept rate: 0.59, cuda graph: True, gen throughput (token/s): 246.89, #queue-req: 0
[2026-08-28 21:51:11] Decode batch, #running-req: 1, #token: 267, token usage: 0.00, accept len: 2.77, accept rate: 0.69, cuda graph: True, gen throughput (token/s): 290.91, #queue-req: 0
[2026-08-28 21:51:12] Decode batch, #running-req: 1, #token: 102, token usage: 0.00, accept len: 2.00, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 198.97, #queue-req: 0
[2026-08-28 21:51:12] Decode batch, #running-req: 1, #token: 203, token usage: 0.00, accept len: 2.52, accept rate: 0.63, cuda graph: True, gen throughput (token/s): 265.64, #queue-req: 0
[2026-08-28 21:51:12] Decode batch, #running-req: 1, #token: 292, token usage: 0.00, accept len: 2.23, accept rate: 0.56, cuda graph: True, gen throughput (token/s): 233.24, #queue-req: 0
[2026-08-28 21:51:13] Decode batch, #running-req: 1, #token: 125, token usage: 0.00, accept len: 1.93, accept rate: 0.48, cuda graph: True, gen throughput (token/s): 191.86, #queue-req: 0
[2026-08-28 21:51:13] Decode batch, #running-req: 1, #token: 212, token usage: 0.00, accept len: 2.17, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 226.80, #queue-req: 0
[2026-08-28 21:51:14] Decode batch, #running-req: 1, #token: 298, token usage: 0.00, accept len: 2.15, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 224.81, #queue-req: 0
[2026-08-28 21:51:14] Decode batch, #running-req: 1, #token: 122, token usage: 0.00, accept len: 2.17, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 216.02, #queue-req: 0
[2026-08-28 21:51:14] Decode batch, #running-req: 1, #token: 221, token usage: 0.00, accept len: 2.48, accept rate: 0.62, cuda graph: True, gen throughput (token/s): 259.46, #queue-req: 0
[2026-08-28 21:51:15] Decode batch, #running-req: 1, #token: 79, token usage: 0.00, accept len: 2.35, accept rate: 0.59, cuda graph: True, gen throughput (token/s): 233.06, #queue-req: 0
[2026-08-28 21:51:15] Decode batch, #running-req: 1, #token: 165, token usage: 0.00, accept len: 2.15, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 225.79, #queue-req: 0
[2026-08-28 21:51:16] Decode batch, #running-req: 1, #token: 249, token usage: 0.00, accept len: 2.10, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 219.24, #queue-req: 0
[2026-08-28 21:51:16] Decode batch, #running-req: 1, #token: 50, token usage: 0.00, accept len: 1.88, accept rate: 0.47, cuda graph: True, gen throughput (token/s): 184.50, #queue-req: 0
[2026-08-28 21:51:16] Decode batch, #running-req: 1, #token: 134, token usage: 0.00, accept len: 2.10, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 221.44, #queue-req: 0
[2026-08-28 21:51:17] Decode batch, #running-req: 1, #token: 219, token usage: 0.00, accept len: 2.12, accept rate: 0.53, cuda graph: True, gen throughput (token/s): 222.09, #queue-req: 0
[2026-08-28 21:51:17] Decode batch, #running-req: 1, #token: 82, token usage: 0.00, accept len: 2.23, accept rate: 0.56, cuda graph: True, gen throughput (token/s): 215.67, #queue-req: 0
[2026-08-28 21:51:18] Decode batch, #running-req: 1, #token: 171, token usage: 0.00, accept len: 2.23, accept rate: 0.56, cuda graph: True, gen throughput (token/s): 233.23, #queue-req: 0
[2026-08-28 21:51:18] Decode batch, #running-req: 1, #token: 261, token usage: 0.00, accept len: 2.25, accept rate: 0.56, cuda graph: True, gen throughput (token/s): 235.00, #queue-req: 0
[2026-08-28 21:51:18] Decode batch, #running-req: 1, #token: 50, token usage: 0.00, accept len: 1.82, accept rate: 0.46, cuda graph: True, gen throughput (token/s): 179.71, #queue-req: 0
[2026-08-28 21:51:19] Decode batch, #running-req: 1, #token: 136, token usage: 0.00, accept len: 2.15, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 226.41, #queue-req: 0
[2026-08-28 21:51:19] Decode batch, #running-req: 1, #token: 222, token usage: 0.00, accept len: 2.15, accept rate: 0.54, cuda graph: True, gen throughput (token/s): 225.29, #queue-req: 0
[2026-08-28 21:51:19] Decode batch, #running-req: 1, #token: 298, token usage: 0.00, accept len: 1.90, accept rate: 0.47, cuda graph: True, gen throughput (token/s): 198.36, #queue-req: 0
[2026-08-28 21:51:20] Decode batch, #running-req: 1, #token: 188, token usage: 0.00, accept len: 1.52, accept rate: 0.38, cuda graph: True, gen throughput (token/s): 149.61, #queue-req: 0
[2026-08-28 21:51:20] Decode batch, #running-req: 1, #token: 268, token usage: 0.00, accept len: 2.00, accept rate: 0.50, cuda graph: True, gen throughput (token/s): 209.83, #queue-req: 0
[2026-08-28 21:51:21] Decode batch, #running-req: 1, #token: 369, token usage: 0.00, accept len: 2.52, accept rate: 0.63, cuda graph: True, gen throughput (token/s): 262.81, #queue-req: 0
[2026-08-28 21:51:21] Decode batch, #running-req: 1, #token: 138, token usage: 0.00, accept len: 1.75, accept rate: 0.44, cuda graph: True, gen throughput (token/s): 171.04, #queue-req: 0
[2026-08-28 21:51:21] Decode batch, #running-req: 1, #token: 230, token usage: 0.00, accept len: 2.30, accept rate: 0.57, cuda graph: True, gen throughput (token/s): 241.03, #queue-req: 0
